,id,time,x
119,1,708636,668
120,1,709312,676
121,1,709992,680
122,1,710664,672
123,1,711332,668
124,1,712004,672
125,1,712680,676
126,1,713356,676
127,1,714020,664
128,1,714692,672
129,1,715364,672
130,1,716036,672
131,1,716696,660
132,1,717368,672
133,1,718040,672
134,1,718732,692
135,1,719424,692
136,1,720116,692
137,1,720836,720
138,1,721552,716
139,1,722252,700
140,1,722976,724
141,1,723716,740
142,1,724472,756
143,1,725248,776
144,1,725960,712
145,1,726648,688
146,1,727344,696
147,1,728060,716
148,1,728772,712
149,1,729468,696
150,1,730196,728
151,1,730956,760
152,1,731696,740
153,1,732432,736
154,1,733176,744
155,1,733928,752
156,1,734628,700
157,1,735368,740
158,1,736132,764
159,1,736840,708
160,1,737556,716
161,1,738260,704
162,1,738960,700
163,1,739664,704
164,1,740344,680
165,1,741040,696
166,1,741752,712
167,1,742456,704
168,1,743152,696
169,1,743876,724
170,1,744620,744
171,1,745348,728
172,1,746060,712
173,1,746784,724
174,1,747500,716
175,1,748208,708
176,1,748920,712
177,1,749644,724
178,1,750344,700
179,1,751052,708
180,1,751760,708
181,1,752464,704
182,1,753192,728
183,1,753908,716
184,1,754608,700
185,1,755296,688
186,1,755988,692
187,1,756684,696
188,1,757368,684
189,1,758048,680
190,1,758740,692
191,1,759444,704
192,1,760164,720
193,1,760900,736
194,1,761596,696
195,1,762284,688
196,1,762984,700
197,1,763672,688
198,1,764336,664
199,1,765016,680
200,1,765696,680
201,1,766392,696
202,1,767072,680
203,1,767752,680
204,1,768436,684
205,1,769120,684
206,1,769792,672
207,1,770464,672
208,1,771144,680
209,1,771848,704
210,1,772580,732
211,1,773276,696
212,1,773972,696
213,1,774680,708
214,1,775392,712
215,1,776100,708
216,1,776784,684
217,1,777464,680
218,1,778136,672
219,1,778800,664
220,1,779452,652
221,1,780124,672
222,1,780792,668
223,1,781452,660
224,1,782124,672
225,1,782792,668
226,1,783452,660
227,1,784120,668
228,1,784788,668
229,1,785468,680
230,1,786144,676
231,1,786812,668
232,1,787488,676
233,1,788160,672
234,1,788832,672
235,1,789504,672
236,1,790164,660
237,1,790816,652
238,1,791460,644
239,1,792100,640
240,1,792744,644
241,1,793388,644
242,1,794028,640
243,1,794664,636
244,1,795296,632
245,1,795948,652
246,1,796604,656
247,1,797244,640
248,1,797880,636
249,1,798524,644
250,1,799172,648
251,1,799820,648
252,1,800468,648
253,1,801128,660
254,1,801780,652
255,1,802428,648
256,1,803072,644
257,1,803712,640
258,1,804356,644
259,1,805012,656
260,1,805676,664
261,1,806340,664
262,1,807008,668
263,1,807688,680
264,1,808368,680
265,1,809024,656
266,1,809684,660
267,1,810348,664
268,1,811028,680
269,1,811728,700
270,1,812424,696
271,1,813112,688
272,1,813788,676
273,1,814492,704
274,1,815208,716
275,1,815916,708
276,1,816660,744
277,1,817388,728
278,1,818108,720
279,1,818824,716
280,1,819548,724
281,1,820284,736
282,1,821000,716
283,1,821736,736
284,1,822492,756
285,1,823304,812
286,1,824124,820
287,1,824920,796
288,1,825716,796
289,1,826552,836
290,1,827388,836
291,1,828140,752
292,1,828880,740
293,1,829636,756
294,1,830400,764
295,1,831132,732
296,1,831860,728
297,1,832664,804
298,1,833480,816
299,1,834252,772
300,1,834992,740
301,1,835804,812
302,1,836652,848
303,1,837504,852
304,1,838324,820
305,1,839080,756
306,1,839936,856
307,1,840736,800
308,1,841552,816
309,1,842412,860
310,1,843276,864
311,1,844176,900
312,1,845068,892
313,1,845924,856
314,1,846760,836
315,1,847592,832
316,1,848384,792
317,1,849172,788
318,1,849960,788
319,1,850732,772
320,1,851528,796
321,1,852308,780
322,1,853116,808
323,1,853948,832
324,1,854792,844
325,1,855636,844
326,1,856452,816
327,1,857280,828
328,1,858100,820
329,1,858896,796
330,1,859684,788
331,1,860468,784
332,1,861232,764
333,1,861992,760
334,1,862760,768
335,1,863564,804
336,1,864376,812
337,1,865136,760
338,1,865952,816
339,1,866740,788
340,1,867484,744
341,1,868228,744
342,1,868956,728
343,1,869668,712
344,1,870412,744
345,1,871168,756
346,1,871908,740
347,1,872632,724
348,1,873460,828
349,1,874316,856
350,1,875096,780
351,1,875832,736
352,1,876580,748
353,1,877332,752
354,1,878064,732
355,1,878812,748
356,1,879548,736
357,1,880276,728
358,1,880996,720
359,1,881716,720
360,1,882480,764
361,1,883248,768
362,1,883960,712
363,1,884712,752
364,1,885452,740
365,1,886160,708
366,1,886880,720
367,1,887620,740
368,1,888372,752
369,1,889088,716
370,1,889824,736
371,1,890564,740
372,1,891292,728
373,1,892008,716
374,1,892700,692
375,1,893396,696
376,1,894076,680
377,1,894756,680
378,1,895448,692
379,1,896136,688
380,1,896852,716
381,1,897588,736
382,1,898300,712
383,1,899004,704
384,1,899712,708
385,1,900424,712
386,1,901144,720
387,1,901896,752
388,1,902644,748
389,1,903404,760
390,1,904260,856
391,1,905044,784
392,1,905780,736
393,1,906536,756
394,1,907312,776
395,1,908036,724
396,1,908836,800
397,1,909660,824
398,1,910460,800
399,1,911252,792
400,1,912052,800
401,1,912836,784
402,1,913612,776
403,1,914384,772
404,1,915156,772
405,1,915936,780
406,1,916720,784
407,1,917508,788
408,1,918284,776
409,1,919052,768
410,1,919824,772
411,1,920568,744
412,1,921296,728
413,1,921996,700
414,1,922688,692
415,1,923372,684
416,1,924072,700
417,1,924764,692
418,1,925452,688
419,1,926152,700
420,1,926868,716
421,1,927584,716
422,1,928296,712
423,1,929052,756
424,1,929800,748
425,1,930512,712
426,1,931256,744
427,1,932028,772
428,1,932800,772
429,1,933548,748
430,1,934280,732
431,1,935060,780
432,1,935832,772
433,1,936560,728
434,1,937280,720
435,1,938016,736
436,1,938760,744
437,1,939520,760
438,1,940312,792
439,1,941076,764
440,1,941800,724
441,1,942540,740
442,1,943280,740
443,1,943992,712
444,1,944696,704
445,1,945392,696
446,1,946092,700
447,1,946780,688
448,1,947468,688
449,1,948164,696
450,1,948864,700
451,1,949552,688
452,1,950244,692
453,1,950928,684
454,1,951612,684
455,1,952296,684
456,1,952968,672
457,1,953672,704
458,1,954404,732
459,1,955132,728
460,1,955856,724
461,1,956608,752
462,1,957332,724
463,1,958036,704
464,1,958756,720
465,1,959480,724
466,1,960188,708
467,1,960912,724
468,1,961648,736
469,1,962364,716
470,1,963076,712
471,1,963828,752
472,1,964604,776
473,1,965352,748
474,1,966092,740
475,1,966808,716
476,1,967528,720
477,1,968260,732
478,1,968984,724
479,1,969696,712
480,1,970428,732
481,1,971176,748
482,1,971892,716
483,1,972600,708
484,1,973304,704
485,1,974012,708
486,1,974712,700
487,1,975440,728
488,1,976228,788
489,1,977012,784
490,1,977780,768
491,1,978540,760
492,1,979264,724
493,1,979992,728
494,1,980724,732
495,1,981452,728
496,1,982164,712
497,1,982888,724
498,1,983648,760
499,1,984404,756
500,1,985128,724
501,1,985880,752
502,1,986660,780
503,1,987424,764
504,1,988188,764
505,1,988936,748
506,1,989680,744
507,1,990448,768
508,1,991244,796
509,1,992024,780
510,1,992788,764
511,1,993508,720
512,1,994220,712
513,1,994920,700
514,1,995624,704
515,1,996336,712
516,1,997056,720
517,1,997772,716
518,1,998460,688
519,1,999148,688
520,1,999848,700
521,1,1000556,708
522,1,1001268,712
523,1,1001964,696
524,1,1002652,688
525,1,1003344,692
526,1,1004024,680
527,1,1004704,680
528,1,1005416,712
529,1,1006144,728
530,1,1006832,688
531,1,1007540,708
532,1,1008292,752
533,1,1009120,828
534,1,1009892,772
535,1,1010628,736
536,1,1011384,756
537,1,1012184,800
538,1,1012968,784
539,1,1013736,768
540,1,1014552,816
541,1,1015360,808
542,1,1016160,800
543,1,1016952,792
544,1,1017720,768
545,1,1018560,840
546,1,1019340,780
547,1,1020048,708
548,1,1020768,720
549,1,1021480,712
